Programa,Estado,Municipio,Superficie ó cantidad asignada,Unidad de medida (especificar),  Monto asignado  
Conservación y Restauración de los suelos,AGUASCALIENTES,Aguascalientes,100,ha,"$264,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Aguascalientes,110,ha,"$290,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Aguascalientes,60,ha,"$171,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,100,ha,"$264,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,38,ha,"$100,320.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,25,ha,"$66,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,105,ha,"$277,200.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,50,ha,"$54,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,50,ha,"$54,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Asientos,40,ha,"$105,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,140,ha,"$378,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,52,ha,"$148,720.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,58,ha,"$165,880.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,140,ha,"$400,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,55,ha,"$148,500.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,25,ha,"$67,500.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,88.024475,ha,"$251,750.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,90,ha,"$257,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,70,ha,"$200,200.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,57,ha,"$153,900.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,30,ha,"$85,800.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,30,ha,"$81,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,24,ha,"$64,800.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,23,ha,"$62,100.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,20,ha,"$54,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,19,ha,"$51,300.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,18,ha,"$48,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,15,ha,"$40,500.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Calvillo,15,ha,"$40,500.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Cosío,105,ha,"$277,200.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Jesús María,140,ha,"$369,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Jesús María,140,ha,"$400,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Jesús María,140,ha,"$378,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,100,ha,"$264,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,140,ha,"$369,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,140,ha,"$369,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,80,ha,"$211,200.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,140,ha,"$369,600.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,110,ha,"$290,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Rincón De Romos,50,ha,"$132,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,San Francisco De Los Romo,52,ha,"$137,280.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,San José De Gracia,55,ha,"$157,300.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,San José De Gracia,22.31582,ha,"$63,823.25"
Conservación y Restauración de los suelos,AGUASCALIENTES,San José De Gracia,80.429568,ha,"$212,334.06"
Conservación y Restauración de los suelos,AGUASCALIENTES,Tepezalá,100,ha,"$264,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Tepezalá,110,ha,"$290,400.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Tepezalá,50,ha,"$54,000.00"
Conservación y Restauración de los suelos,AGUASCALIENTES,Tepezalá,50,ha,"$132,000.00"
Desarrollo de la Cadena Productiva Forestal,AGUASCALIENTES,Calvillo,,,"$64,728.14"
Desarrollo de la Cadena Productiva Forestal,AGUASCALIENTES,San José De Gracia,,,"$64,869.10"
Desarrollo Forestal,AGUASCALIENTES,,5.7,Km,"$227,380.45"
Desarrollo Forestal,AGUASCALIENTES,,150,ha,"$162,525.00"
Desarrollo Forestal,AGUASCALIENTES,,2311,ha,"$165,000.00"
Desarrollo Forestal,AGUASCALIENTES,,243,ha,"$142,500.00"
Desarrollo Forestal,AGUASCALIENTES,,482,ha,"$153,750.00"
Desarrollo Forestal,AGUASCALIENTES,,2072,ha,"$151,717.50"
Desarrollo Forestal,AGUASCALIENTES,,170,ha,"$46,453.00"
Desarrollo Forestal,AGUASCALIENTES,,160,ha,"$45,083.00"
Desarrollo Forestal,AGUASCALIENTES,,150,ha,"$43,000.00"
Desarrollo Forestal,AGUASCALIENTES,,1233,ha,"$197,280.00"
Desarrollo Forestal,AGUASCALIENTES,,482,ha,"$66,897.75"
Desarrollo Forestal,AGUASCALIENTES,,1000,ha,"$160,163.00"
Desarrollo Forestal,AGUASCALIENTES,,751,ha,"$94,537.50"
Desarrollo Forestal,AGUASCALIENTES,,100,ha,"$10,000.00"
Desarrollo Forestal,AGUASCALIENTES,,81,ha,"$30,962.80"
Desarrollo Forestal,AGUASCALIENTES,,36,ha,"$19,000.00"
Desarrollo Forestal,AGUASCALIENTES,,386,ha,"$76,045.00"
Desarrollo Forestal,AGUASCALIENTES,,343,ha,"$52,615.50"
Desarrollo Forestal,AGUASCALIENTES,,343,ha,"$52,615.50"
Desarrollo Forestal,AGUASCALIENTES,,140,ha,"$42,343.00"
Desarrollo Forestal,AGUASCALIENTES,,1854,ha,"$255,000.00"
Desarrollo Forestal,AGUASCALIENTES,,175.5,ha,"$39,000.00"
Desarrollo Forestal,AGUASCALIENTES,,110,ha,"$32,283.00"
Desarrollo Forestal,AGUASCALIENTES,,105,ha,"$37,000.00"
Desarrollo Forestal,AGUASCALIENTES,,90,ha,"$34,406.00"
Desarrollo Forestal,AGUASCALIENTES,,90,ha,"$34,000.00"
Desarrollo Forestal,AGUASCALIENTES,,243,ha,"$42,340.00"
Plantaciones Comerciales Forestales,AGUASCALIENTES,Aguascalientes,50,ha,"$502,800.00"
Plantaciones Comerciales Forestales,AGUASCALIENTES,El Llano,25,ha,"$257,550.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$100,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$80,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$35,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",AGUASCALIENTES,,,,"$35,000.00"
Reforestación,AGUASCALIENTES,Aguascalientes,80,ha,"$127,440.00"
Reforestación,AGUASCALIENTES,Aguascalientes,35.298,ha,"$56,229.71"
Reforestación,AGUASCALIENTES,Aguascalientes,20,ha,"$29,100.00"
Reforestación,AGUASCALIENTES,Aguascalientes,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,18,ha,"$28,674.00"
Reforestación,AGUASCALIENTES,Asientos,5,ha,"$7,965.00"
Reforestación,AGUASCALIENTES,Asientos,20,ha,"$31,860.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Asientos,20,ha,"$31,860.00"
Reforestación,AGUASCALIENTES,Asientos,25,ha,"$39,825.00"
Reforestación,AGUASCALIENTES,Asientos,65,ha,"$103,545.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Asientos,20,ha,"$31,860.00"
Reforestación,AGUASCALIENTES,Asientos,40,ha,"$63,720.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Asientos,15,ha,"$23,895.00"
Reforestación,AGUASCALIENTES,Asientos,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Asientos,25,ha,"$36,375.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Asientos,20,ha,"$29,100.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Asientos,70,ha,"$90,160.00"
Reforestación,AGUASCALIENTES,Asientos,73,ha,"$94,024.00"
Reforestación,AGUASCALIENTES,Asientos,70,ha,"$90,160.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Asientos,30,ha,"$38,640.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$64,400.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Asientos,18,ha,"$47,106.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$85,550.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$85,550.00"
Reforestación,AGUASCALIENTES,Asientos,65,ha,"$95,485.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,50,ha,"$85,550.00"
Reforestación,AGUASCALIENTES,Asientos,40,ha,"$75,680.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Asientos,20,ha,"$42,660.00"
Reforestación,AGUASCALIENTES,Calvillo,5,ha,"$9,055.00"
Reforestación,AGUASCALIENTES,Calvillo,100,ha,"$181,100.00"
Reforestación,AGUASCALIENTES,Calvillo,10,ha,"$18,110.00"
Reforestación,AGUASCALIENTES,Calvillo,34,ha,"$61,574.00"
Reforestación,AGUASCALIENTES,Calvillo,80,ha,"$144,880.00"
Reforestación,AGUASCALIENTES,Calvillo,16,ha,"$25,488.00"
Reforestación,AGUASCALIENTES,Calvillo,23,ha,"$36,639.00"
Reforestación,AGUASCALIENTES,Calvillo,9,ha,"$14,337.00"
Reforestación,AGUASCALIENTES,Calvillo,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Calvillo,5,ha,"$7,965.00"
Reforestación,AGUASCALIENTES,Calvillo,10,ha,"$15,930.00"
Reforestación,AGUASCALIENTES,Calvillo,20,ha,"$31,860.00"
Reforestación,AGUASCALIENTES,Calvillo,25,ha,"$39,825.00"
Reforestación,AGUASCALIENTES,Calvillo,40,ha,"$63,720.00"
Reforestación,AGUASCALIENTES,Calvillo,10,ha,"$15,930.00"
Reforestación,AGUASCALIENTES,Calvillo,52,ha,"$82,836.00"
Reforestación,AGUASCALIENTES,Calvillo,30,ha,"$43,650.00"
Reforestación,AGUASCALIENTES,Calvillo,25,ha,"$36,375.00"
Reforestación,AGUASCALIENTES,Calvillo,30,ha,"$43,650.00"
Reforestación,AGUASCALIENTES,Calvillo,30,ha,"$43,650.00"
Reforestación,AGUASCALIENTES,Calvillo,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Calvillo,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Calvillo,9,ha,"$23,553.00"
Reforestación,AGUASCALIENTES,Calvillo,20,ha,"$52,340.00"
Reforestación,AGUASCALIENTES,Calvillo,40,ha,"$75,680.00"
Reforestación,AGUASCALIENTES,Calvillo,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,Calvillo,10,ha,"$26,170.00"
Reforestación,AGUASCALIENTES,Calvillo,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,Cosío,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,Cosío,40,ha,"$63,720.00"
Reforestación,AGUASCALIENTES,Cosío,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Cosío,60,ha,"$87,300.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,El Llano,70,ha,"$111,510.00"
Reforestación,AGUASCALIENTES,El Llano,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,El Llano,12,ha,"$19,116.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,El Llano,60,ha,"$77,280.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,El Llano,70,ha,"$102,830.00"
Reforestación,AGUASCALIENTES,El Llano,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,El Llano,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Jesús María,100,ha,"$181,100.00"
Reforestación,AGUASCALIENTES,Jesús María,100,ha,"$181,100.00"
Reforestación,AGUASCALIENTES,Jesús María,25,ha,"$39,825.00"
Reforestación,AGUASCALIENTES,Jesús María,25,ha,"$36,375.00"
Reforestación,AGUASCALIENTES,Jesús María,34,ha,"$49,470.00"
Reforestación,AGUASCALIENTES,Jesús María,34,ha,"$64,328.00"
Reforestación,AGUASCALIENTES,Jesús María,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Jesús María,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,Pabellón De Arteaga,50,ha,"$90,550.00"
Reforestación,AGUASCALIENTES,Pabellón De Arteaga,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Pabellón De Arteaga,50,ha,"$85,550.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,65,ha,"$117,715.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,5,ha,"$9,055.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,37,ha,"$67,007.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,70,ha,"$111,510.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,5,ha,"$7,965.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,18,ha,"$28,674.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,10,ha,"$15,930.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,25,ha,"$39,825.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,25,ha,"$36,375.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,90,ha,"$115,920.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,22,ha,"$28,336.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,50,ha,"$64,400.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,63,ha,"$92,547.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,20,ha,"$42,660.00"
Reforestación,AGUASCALIENTES,Rincón De Romos,65,ha,"$95,485.00"
Reforestación,AGUASCALIENTES,San Francisco De Los Romo,26,ha,"$41,418.00"
Reforestación,AGUASCALIENTES,San Francisco De Los Romo,60,ha,"$95,580.00"
Reforestación,AGUASCALIENTES,San Francisco De Los Romo,26,ha,"$37,830.00"
Reforestación,AGUASCALIENTES,San Francisco De Los Romo,50,ha,"$64,400.00"
Reforestación,AGUASCALIENTES,San José De Gracia,40,ha,"$72,440.00"
Reforestación,AGUASCALIENTES,San José De Gracia,20,ha,"$36,220.00"
Reforestación,AGUASCALIENTES,San José De Gracia,15,ha,"$27,165.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$181,100.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$54,330.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,San José De Gracia,15,ha,"$23,895.00"
Reforestación,AGUASCALIENTES,San José De Gracia,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,San José De Gracia,94,ha,"$149,742.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,San José De Gracia,8,ha,"$12,744.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$47,790.00"
Reforestación,AGUASCALIENTES,San José De Gracia,60,ha,"$87,300.00"
Reforestación,AGUASCALIENTES,San José De Gracia,80,ha,"$116,400.00"
Reforestación,AGUASCALIENTES,San José De Gracia,10,ha,"$14,550.00"
Reforestación,AGUASCALIENTES,San José De Gracia,80,ha,"$103,040.00"
Reforestación,AGUASCALIENTES,San José De Gracia,90,ha,"$115,920.00"
Reforestación,AGUASCALIENTES,San José De Gracia,10,ha,"$12,880.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,San José De Gracia,100,ha,"$146,900.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,San José De Gracia,30,ha,"$63,990.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$79,650.00"
Reforestación,AGUASCALIENTES,Tepezalá,45,ha,"$71,685.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Tepezalá,25,ha,"$39,825.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$159,300.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$145,500.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$72,750.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Tepezalá,55,ha,"$70,840.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$64,400.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$64,400.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$128,800.00"
Reforestación,AGUASCALIENTES,Tepezalá,40,ha,"$75,680.00"
Reforestación,AGUASCALIENTES,Tepezalá,50,ha,"$85,550.00"
Reforestación,AGUASCALIENTES,Tepezalá,45,ha,"$76,995.00"
Reforestación,AGUASCALIENTES,Tepezalá,100,ha,"$146,900.00"
Saneamiento Forestal,AGUASCALIENTES,Jesús María,22.7,ha,"$22,700.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,100,ha,"$100,000.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,100,ha,"$100,000.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,12.3,ha,"$12,300.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,250,ha,"$250,000.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,300,ha,"$300,000.00"
Saneamiento Forestal,AGUASCALIENTES,San José De Gracia,250,ha,"$250,000.00"
Servicios Ambientales,AGUASCALIENTES,Calvillo,424.27,ha,"$877,492.88"
Servicios Ambientales,AGUASCALIENTES,Calvillo,191.83,ha,"$448,895.30"
Servicios Ambientales,AGUASCALIENTES,Calvillo,190.43,ha,"$388,338.20"
Servicios Ambientales,AGUASCALIENTES,Jesús María,188.41,ha,"$442,363.10"
Servicios Ambientales,AGUASCALIENTES,Jesús María,181.06,ha,"$428,324.60"
Servicios Ambientales,AGUASCALIENTES,Jesús María,188.22,ha,"$442,000.20"
Servicios Ambientales,AGUASCALIENTES,Rincón De Romos,199.63,ha,"$395,477.92"
Servicios Ambientales,AGUASCALIENTES,San José De Gracia,198.21,ha,"$461,081.10"
Servicios Ambientales,AGUASCALIENTES,San José De Gracia,100,ha,"$222,500.00"
Servicios Ambientales,AGUASCALIENTES,San José De Gracia,137.68,ha,"$277,077.64"
Servicios Ambientales,AGUASCALIENTES,San José De Gracia,129.96,ha,"$274,187.10"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,80,ha,"$211,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$85,800.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,75,ha,"$198,000.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,50,ha,"$132,000.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,50,ha,"$143,000.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$85,800.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$85,800.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
Conservación y Restauración de los Suelos,BAJA CALIFORNIA,Ensenada,30,ha,"$79,200.00"
